Año;Autoridad Portuaria;Graneles Líquidos;Graneles Sólidos;Mercancía General;Pesca Fresca;Avituallamiento;Tráfico Local;TOTAL TRAFICO;TEUS;Buques
1979;Ferrol-S. Cibrao;129.640;536.164;122.529;2.296;43.235;981;834.845;0;580
1979;Gijón;1.965.288;9.542.211;804.795;2.946;194.624;0;12.509.864;479;1.710
1979;Huelva;5.706.551;4.266.643;322.186;38.167;151.736;0;10.485.283;0;1.719
1979;Las Palmas;1.225.419;432.166;2.245.223;271.068;1.509.231;0;5.683.107;62.387;8.690
1979;Málaga;7.011.559;618.559;646.536;14.677;104.216;0;8.395.547;3.798;1.890
1979;Marín y Ría de Pontevedra;3.114;225.616;180.324;9.602;69.257;27.144;515.057;0;246
1979;Melilla;43.540;92.063;261.636;5.955;33.031;0;436.225;350;1.272
1979;Pasaia;1.466.433;1.091.997;2.053.197;39.608;199.105;1.956;4.852.296;3.018;1.692
1979;Puerto Sta. María;28.896;134.066;294.984;10.061;95.059;0;563.066;9.632;291
1979;San Esteban de Pravia;0;643;57.338;44;3.676;0;61.701;0;3
1979;Santa Cruz de Tenerife;9.470.625;689.589;1.949.775;81.016;1.654.520;0;13.845.525;73.869;7.542
1979;Santander;1.777.540;1.909.290;798.164;9.584;119.853;0;4.614.431;3.031;1.948
1979;Sevilla;1.166.422;1.327.945;779.428;6.275;69.422;19.488;3.368.980;21.556;1.377
1979;Tarragona;12.346.644;3.391.638;926.907;11.081;361.921;37.043;17.075.234;758;1.879
1979;Valencia;2.066.680;2.267.844;2.529.750;2.516;125.338;0;6.992.128;97.324;3.886
1979;Vigo;743.464;378.297;552.969;175.983;346.563;146.507;2.343.783;22.374;1.991
1979;Vilagarcía;35.378;300.644;121.154;20.498;9.027;737.557;1.224.258;0;2.248
1978;A Coruña;6.025.832;994.891;210.045;115.913;447.693;0;7.794.374;1.330;1.938
1978;Alicante;974.700;198.240;1.262.413;11.129;65.169;0;2.511.651;56.586;1.816
1978;Almería-Motril;414.416;3.511.718;366.006;8.762;45.980;0;4.346.882;0;857
1978;Avilés;393.591;3.258.257;1.919.423;11.565;67.085;0;5.649.921;0;2.034
1978;Bahía de Algeciras;11.153.017;82.408;2.101.365;51.249;326.790;427.574;14.142.403;149.702;8.695
1978;Bahía de Cádiz;124.919;116.701;661.359;25.792;164.286;0;1.093.057;34.385;1.895
1978;Baleares;880.351;226.183;1.584.835;2.332;445.793;0;3.139.494;70.766;4.302
1978;Barcelona;5.457.655;4.376.320;5.029.693;16.059;472.006;0;15.351.733;172.927;7.996
1978;Bilbao;9.659.720;4.466.883;3.866.847;1.746;635.598;1.822.939;20.453.733;83.841;4.980
1978;C.A.G.P;2.487.675;3.681.336;3.187.210;376.557;478.311;167.372;10.378.461;81.812;18.250
1978;Cartagena;10.371.019;1.050.576;526.935;1.199;263.146;22.452;12.235.327;12.136;2.195
1978;Castellón;4.586.139;179.195;787.465;6.361;67.762;0;5.626.922;15.351;977
1978;Ceuta;808.483;39.058;497.457;2.616;833.909;0;2.181.523;1.104;9.639
1978;Ferrol-S. Cibrao;109.446;521.192;89.172;1.678;48.637;817;770.942;0;541
1978;Gijón;1.775.882;8.916.041;814.919;2.738;180.082;88;11.689.750;121;1.827
1978;Huelva;6.228.458;4.490.160;536.781;51.615;173.879;6.033;11.486.926;43;1.974
1978;Las Palmas;1.423.087;323.673;2.245.407;302.285;1.678.406;0;5.972.858;64.184;9.378
1978;Málaga;6.212.153;719.070;467.548;16.328;116.753;0;7.531.852;3.409;1.875
1978;Marín y Ría de Pontevedra;4.500;216.599;157.244;10.228;64.687;34.964;488.222;0;261
1978;Melilla;41.368;89.033;368.044;8.788;32.806;0;540.039;257;1.250
1978;Pasaia;1.323.331;820.282;1.825.520;53.541;211.029;1.915;4.235.618;2.688;1.706
1978;Puerto Sta. María;2.611;210.001;383.612;9.356;87.156;0;692.736;20.413;450
1978;San Esteban de Pravia;0;3.260;30.803;100;706;0;34.869;0;43
1978;Santa Cruz de Tenerife;11.718.580;671.491;1.780.367;102.488;1.573.817;0;15.846.743;83.292;7.747
1978;Santander;1.851.952;1.620.550;801.453;12.948;104.293;0;4.391.196;1.095;1.861
1978;Sevilla;1.213.936;1.302.319;799.466;10.964;60.845;19.488;3.407.018;19.462;1.383
1978;Tarragona;13.238.564;3.219.388;1.079.566;11.884;358.603;19.738;17.927.743;2.486;2.211
1978;Valencia;2.014.282;2.521.329;2.397.572;1.981;110.000;0;7.045.164;81.224;4.216
1978;Vigo;775.653;385.749;502.201;183.188;304.160;127.481;2.278.432;17.218;2.025
1978;Vilagarcía;38.635;230.398;122.427;11.313;7.796;695.606;1.106.175;0;2.245
1977;A Coruña;6.562.244;913.101;150.715;112.589;462.315;0;8.200.964;194;1.416
1977;Alicante;880.345;207.208;1.150.107;10.343;34.736;0;2.282.739;53.607;1.948
1977;Almería-Motril;394.322;2.938.732;251.227;8.864;45.739;0;3.638.884;0;827
1977;Avilés;521.644;3.377.462;1.855.245;11.178;71.077;0;5.836.606;0;2.345
1977;Bahía de Algeciras;10.347.673;80.278;1.697.825;57.217;219.890;274.502;12.677.385;126.821;7.409
1977;Bahía de Cádiz;110.163;191.447;787.767;32.380;194.759;0;1.316.516;63.668;2.067
1977;Baleares;985.712;236.869;1.501.230;2.629;370.372;0;3.096.812;91.890;4.742
1977;Barcelona;5.346.855;4.087.425;5.669.957;16.499;479.249;0;15.599.985;146.150;8.905
1977;Bilbao;9.635.686;4.863.078;3.991.410;2.007;651.364;1.966.927;21.110.472;81.165;5.401
1977;C.A.G.P;744.587;3.134.197;2.878.873;431.345;451.007;152.780;7.792.789;52.381;19.082
1977;Cartagena;11.963.610;1.243.745;433.952;1.628;276.944;19.153;13.939.032;12.034;2.246
1977;Castellón;4.737.095;206.964;823.315;7.171;83.090;0;5.857.635;14.848;1.056
1977;Ceuta;571.341;44.759;440.279;3.083;683.651;0;1.743.113;1.165;9.242
1977;Ferrol-S. Cibrao;151.902;583.779;116.357;1.404;46.432;14.837;914.711;0;665
1977;Gijón;1.758.473;9.189.893;975.254;2.722;157.985;0;12.084.327;31;2.343
1977;Huelva;6.466.845;4.688.731;497.428;45.624;176.819;3.516;11.878.963;801;2.076
1977;Las Palmas;1.517.811;359.770;2.191.207;209.443;1.656.166;0;5.934.397;61.196;9.987
1977;Málaga;6.036.900;603.891;518.319;11.994;95.020;0;7.266.124;3.284;1.803
1977;Marín y Ría de Pontevedra;1.430;251.198;126.996;11.119;68.923;51.519;511.185;0;245
1977;Melilla;44.869;476.312;403.751;7.679;36.832;0;969.443;409;1.223
1977;Pasaia;1.377.977;1.049.986;1.660.174;57.646;207.858;3.962;4.357.603;3.113;1.850
1977;Puerto Sta. María;0;99.018;518.271;40;52.922;0;670.251;26.941;479
1977;San Esteban de Pravia;0;22.590;30.331;9.208;919;0;63.048;0;64
1977;Santa Cruz de Tenerife;11.984.364;653.563;1.748.949;81.509;1.581.903;0;16.050.288;62.712;8.082
1977;Santander;1.864.865;1.729.722;888.821;12.631;122.572;0;4.618.611;814;2.433
1977;Sevilla;1.152.902;1.203.547;896.025;10.145;72.793;19.488;3.354.900;13.117;1.416
1977;Tarragona;12.169.092;2.914.638;989.521;11.357;268.582;1.982;16.355.172;1.186;2.272
1977;Valencia;1.977.980;2.147.339;2.469.482;3.031;101.618;0;6.699.450;75.059;4.359
1977;Vigo;684.696;476.011;523.991;174.036;311.528;140.943;2.311.205;22.295;2.405
1977;Vilagarcía;39.881;277.903;149.930;17.623;8.109;639.398;1.132.844;0;2.348
1976;A Coruña;6.291.302;939.374;141.002;110.374;461.583;0;7.943.635;30;1.203
1976;Alicante;846.427;267.253;819.375;9.554;35.189;0;1.977.798;53.009;1.957
1976;Almería-Motril;417.846;2.363.837;80.966;11.826;53.589;0;2.928.064;0;882
1976;Avilés;474.069;2.884.745;1.686.790;10.934;92.291;0;5.148.829;0;2.439
1976;Bahía de Algeciras;11.609.630;78.161;1.147.663;57.829;140.474;228.504;13.262.261;71.313;6.469
1976;Bahía de Cádiz;70.271;241.737;522.977;37.772;158.104;0;1.030.861;45.926;1.868
1976;Baleares;914.140;150.304;1.208.280;2.423;442.770;0;2.717.917;57.967;5.075
1976;Barcelona;5.388.384;3.243.753;4.766.558;14.544;403.172;0;13.816.411;138.182;9.011
1976;Bilbao;9.725.114;5.634.676;4.546.700;1.788;617.323;1.000.226;21.525.827;72.399;5.654
1976;C.A.G.P;684.301;2.800.817;2.237.182;383.254;446.922;152.517;6.704.993;46.802;21.422
1976;Cartagena;12.322.977;898.234;387.389;1.508;180.645;26.499;13.817.252;11.500;2.179
1976;Castellón;5.484.564;235.702;786.876;8.197;66.491;0;6.581.830;14.654;1.056
1976;Ceuta;536.158;27.192;323.454;3.217;657.919;0;1.547.940;643;8.394
1976;Ferrol-S. Cibrao;127.894;582.893;174.951;1.444;41.205;19.200;947.587;71;857
1976;Gijón;1.984.854;9.914.356;1.291.909;4.773;193.287;474;13.389.653;497;2.634
1976;Huelva;6.058.348;3.891.909;378.907;54.354;163.483;0;10.547.001;2.538;1.854
1976;Las Palmas;1.386.710;322.264;1.758.039;199.816;1.676.791;0;5.343.620;44.222;8.654
1976;Málaga;6.672.295;530.184;413.538;19.914;101.781;0;7.737.712;3.606;1.833
1976;Marín y Ría de Pontevedra;5.295;235.898;99.973;10.536;79.977;102.594;534.273;0;270
1976;Melilla;34.173;370.252;263.257;6.706;38.881;0;713.269;571;1.155
1976;Pasaia;1.608.245;601.414;1.565.518;69.998;241.025;2.070;4.088.270;2.791;1.795
1976;Puerto Sta. María;0;50.592;384.421;6.911;47.986;0;489.910;20.275;439
1976;San Esteban de Pravia;0;36.918;54.875;95;1.129;0;93.017;0;83
1976;Santa Cruz de Tenerife;10.845.999;641.471;1.583.353;51.266;1.559.074;0;14.681.163;56.320;7.909
1976;Santander;1.846.875;1.860.182;804.001;14.646;142.249;0;4.667.953;1.058;2.485
1976;Sevilla;1.289.384;1.167.764;632.861;13.661;67.586;19.488;3.190.744;12.781;1.463
1976;Tarragona;12.148.455;2.809.740;912.425;11.418;235.237;0;16.117.275;2.576;2.668
1976;Valencia;2.046.590;1.893.936;2.186.959;3.627;97.136;0;6.228.248;63.593;4.785
1976;Vigo;619.861;723.269;432.448;184.648;285.514;143.878;2.389.618;18.440;2.467
1976;Vilagarcía;34.887;282.981;124.066;13.610;4.905;576.723;1.037.172;0;2.363
1975;A Coruña;6.312.104;974.752;109.527;108.722;413.922;0;7.919.027;61;1.202
1975;Alicante;802.772;224.198;934.626;10.091;37.574;0;2.009.261;38.402;2.185
1975;Almería-Motril;311.242;2.298.901;68.677;8.007;51.158;0;2.737.985;0;701
1975;Avilés;439.529;3.199.471;2.093.670;9.831;98.100;0;5.840.601;0;2.731
1975;Bahía de Algeciras;10.316.940;62.249;672.329;52.714;126.772;190.530;11.421.534;19.495;5.507
1975;Bahía de Cádiz;76.693;146.609;565.412;45.108;171.183;0;1.005.005;30.745;1.687
1975;Baleares;873.816;154.441;1.083.780;2.146;389.918;0;2.504.101;32.552;4.835
1975;Barcelona;4.696.633;2.882.571;4.071.718;14.190;420.085;0;12.085.197;63.921;9.110
1975;Bilbao;9.184.337;5.393.857;4.105.529;2.105;506.432;1.547.649;20.739.909;52.518;6.251
1975;C.A.G.P;693.161;2.381.195;1.817.509;312.835;426.292;144.972;5.775.964;28.196;20.867
1975;Cartagena;13.086.647;1.014.699;253.634;1.107;269.401;18.933;14.644.421;6.735;2.302
1975;Castellón;5.232.506;174.381;373.299;7.933;81.264;0;5.869.383;12.311;939
1975;Ceuta;575.138;64.250;270.743;1.848;620.298;0;1.532.277;26;7.297
1975;Ferrol-S. Cibrao;139.216;534.164;265.539;1.936;59.839;9.216;1.009.910;1;837
1975;Gijón;1.835.466;9.328.678;1.144.834;4.931;238.206;1.286;12.553.401;2.040;2.786
1975;Huelva;6.149.297;4.317.412;297.470;54.551;167.736;86.174;11.072.640;0;2.006
1975;Las Palmas;1.768.404;258.837;1.743.329;181.029;2.047.738;0;5.999.337;41.744;9.407
1975;Málaga;6.285.184;588.342;550.743;12.080;109.480;0;7.545.829;167;1.914
1975;Marín y Ría de Pontevedra;14.069;194.645;105.524;10.230;77.230;213.110;614.808;0;298
1975;Melilla;37.999;319.137;155.671;5.164;35.251;0;553.222;0;1.062
1975;Pasaia;1.441.699;514.328;1.297.610;65.155;242.851;3.439;3.565.082;2.156;1.815
1975;Puerto Sta. María;0;5.534;256.677;7.656;42.885;0;312.752;10.483;371
1975;San Esteban de Pravia;0;59.429;31.702;82;1.315;0;92.528;0;143
1975;Santa Cruz de Tenerife;10.453.674;557.106;1.476.461;42.751;1.281.186;0;13.811.178;37.645;7.746
1975;Santander;1.632.087;2.079.399;747.759;13.689;161.389;0;4.634.323;404;2.524
1975;Sevilla;1.188.570;1.472.864;754.991;13.304;80.450;19.488;3.529.667;3.929;1.621
1975;Tarragona;4.499.086;2.870.453;739.343;14.558;175.272;0;8.298.712;12.576;2.590
1975;Valencia;1.643.266;2.121.322;1.231.300;4.234;102.805;0;5.102.927;28.883;4.567
1975;Vigo;713.177;771.807;362.891;184.612;281.944;140.394;2.454.825;9.535;2.202
1975;Vilagarcía;37.868;242.994;87.688;6.056;4.637;503.306;882.549;0;2.276
1974;A Coruña;7.262.693;925.063;124.809;99.253;469.073;355;8.881.246;4;1.437
1974;Alicante;826.634;290.413;899.545;8.524;37.178;0;2.062.294;39.897;2.192
1974;Almería-Motril;346.281;2.988.489;102.018;8.592;53.210;0;3.498.590;0;821
1974;Avilés;437.757;3.588.447;2.430.917;8.674;92.289;0;6.558.084;0;3.066
1974;Bahía de Algeciras;11.206.989;69.274;439.098;56.955;112.467;197.023;12.081.806;0;6.105
1974;Bahía de Cádiz;60.892;124.610;638.165;44.178;180.112;0;1.047.957;39.653;1.783
1974;Baleares;834.983;315.019;1.087.055;1.853;338.850;0;2.577.760;7.355;5.243
1974;Barcelona;5.288.905;2.672.399;3.880.758;11.174;374.017;0;12.227.253;45.694;8.471
1974;Bilbao;9.891.182;5.589.181;4.039.840;1.627;501.542;1.476.591;21.499.963;53.483;6.393
1974;C.A.G.P;768.968;2.331.024;1.783.866;310.440;436.053;172.495;5.802.846;17.196;18.054
1974;Cartagena;14.546.803;1.065.590;323.901;1.123;281.646;31.866;16.250.929;7.159;2.352
1974;Castellón;6.493.007;271.935;334.426;7.715;103.007;0;7.210.090;11.275;1.020
1974;Ceuta;588.466;13.426;299.402;2.801;644.801;0;1.548.896;0;7.908
1974;Ferrol-S. Cibrao;119.221;496.925;312.261;1.852;61.457;9.425;1.001.141;0;1.012
1974;Gijón;1.862.716;9.312.679;836.347;5.013;117.257;52.282;12.186.294;1.303;2.781
1974;Huelva;6.661.552;3.689.901;230.911;49.090;166.965;119.459;10.917.878;0;1.949
1974;Las Palmas;2.105.149;182.849;1.728.898;318.647;2.425.629;0;6.761.172;36.756;9.588
1974;Málaga;7.121.272;619.232;360.160;16.576;110.234;0;8.227.474;9.888;2.050
1974;Marín y Ría de Pontevedra;25.016;295.192;164.151;8.063;77.681;209.761;779.864;0;389
1974;Melilla;38.467;561.009;152.772;5.715;33.066;0;791.029;0;1.155
1974;Pasaia;1.505.237;740.204;1.684.860;65.987;237.686;3.459;4.237.433;2.075;2.387
1974;Puerto Sta. María;0;64.345;231.821;8.149;48.138;0;352.453;0;386
1974;San Esteban de Pravia;0;86.005;1.514;79;1.456;0;89.054;11.163;298
1974;Santa Cruz de Tenerife;13.001.971;529.363;1.332.222;39.772;1.249.500;0;16.152.828;29.354;7.896
1974;Santander;1.703.143;1.633.777;828.245;8.401;192.366;0;4.365.932;335;2.608
1974;Sevilla;1.157.874;1.229.913;814.902;12.982;75.362;19.488;3.310.521;2.535;1.666
1974;Tarragona;3.390.669;2.570.223;640.717;11.022;142.280;0;6.754.911;20.324;2.366
1974;Valencia;1.783.518;2.178.131;1.255.688;2.811;105.171;0;5.325.319;21.209;4.376
1974;Vigo;742.584;950.403;387.241;178.082;283.641;153.784;2.695.735;6.976;2.057
1974;Vilagarcía;39.113;163.009;119.110;8.004;7.280;417.544;754.060;0;2.343
1973;A Coruña;6.364.678;708.815;130.729;110.586;378.650;535;7.693.993;0;1.490
1973;Alicante;767.803;316.222;799.627;8.371;41.776;0;1.933.799;15.397;2.200
1973;Almería-Motril;357.146;2.167.939;113.242;8.677;59.366;0;2.706.370;0;825
1973;Avilés;420.080;3.848.507;2.093.693;10.684;105.205;0;6.478.169;54;3.260
1973;Bahía de Algeciras;9.705.336;21.130;414.201;49.356;311.339;196.281;10.697.643;0;5.652
1973;Bahía de Cádiz;0;122.512;541.215;42.595;144.943;0;851.265;36.183;1.893
1973;Baleares;864.501;435.595;1.126.220;1.732;381.943;0;2.809.991;8.249;5.492
1973;Barcelona;5.085.023;2.635.394;3.671.132;10.102;400.869;0;11.802.520;35.503;8.857
1973;Bilbao;9.563.194;5.475.667;3.681.139;1.913;516.289;1.491.981;20.730.183;49.229;7.174
1973;C.A.G.P;727.390;1.976.827;2.201.210;297.809;424.254;115.891;5.743.381;3.706;18.474
1973;Cartagena;15.184.670;924.035;406.799;1.306;277.338;27.112;16.821.260;7.512;2.560
1973;Castellón;6.102.598;208.926;368.904;6.016;121.426;0;6.807.870;9.908;970
1973;Ceuta;742.054;9.240;289.385;1.927;789.041;0;1.831.647;0;8.443
1973;Ferrol-S. Cibrao;84.037;391.569;219.929;2.366;45.562;8.384;751.847;0;936
1973;Gijón;1.465.240;8.022.554;1.066.145;4.999;123.066;47.932;10.729.936;1.606;2.795
1973;Huelva;5.823.584;3.117.905;135.266;44.654;162.326;436.051;9.719.786;0;1.794
1973;Las Palmas;2.420.291;199.901;2.002.875;140.826;2.650.729;0;7.414.622;29.841;9.882
1973;Málaga;6.064.227;499.673;287.612;18.941;140.699;0;7.011.152;262;2.130
1973;Marín y Ría de Pontevedra;22.828;226.818;170.810;9.931;87.637;221.007;739.031;0;411
1973;Melilla;47.351;501.584;147.144;7.104;44.520;0;747.703;0;1.155
1973;Pasaia;1.306.634;841.912;1.639.188;71.581;233.328;3.233;4.095.876;2.257;2.484
1973;Puerto Sta. María;0;56.908;194.874;8.901;44.982;0;305.665;9.458;456
1973;San Esteban de Pravia;0;139.093;187;173;2.256;0;141.709;0;342
1973;Santa Cruz de Tenerife;12.120.213;252.413;1.760.649;23.202;1.459.413;0;15.615.890;22.610;8.052
1973;Santander;1.619.923;1.296.926;675.006;12.161;167.781;0;3.771.797;703;2.508
1973;Sevilla;1.309.342;1.148.304;725.060;14.224;83.720;19.488;3.300.138;1.314;1.655
1973;Tarragona;3.104.661;2.119.965;789.436;8.289;103.350;0;6.125.701;16.367;2.585
1973;Valencia;1.576.955;2.151.018;1.368.968;2.646;95.055;0;5.194.642;19.004;4.839
1973;Vigo;703.478;836.377;285.268;183.828;288.462;214.280;2.511.693;1.763;2.112
1973;Vilagarcía;34.437;89.789;105.606;9.831;8.028;397.722;645.413;0;2.260
1972;A Coruña;6.914.215;681.952;140.761;96.332;419.815;0;8.253.075;0;1.577
1972;Alicante;606.378;243.170;581.856;7.916;41.116;0;1.480.436;0;2.203
1972;Almería-Motril;342.479;2.418.151;97.098;7.031;51.076;0;2.915.835;0;872
1972;Avilés;317.444;4.200.600;2.184.135;10.521;159.908;0;6.872.608;0;3.204
1972;Bahía de Algeciras;8.792.524;10.189;387.129;55.862;90.343;88.456;9.424.503;0;4.654
1972;Bahía de Cádiz;0;144.239;270.437;32.533;153.852;0;601.061;0;2.012
1972;Baleares;801.525;401.003;744.959;1.620;359.582;0;2.308.689;0;5.819
1972;Barcelona;4.415.826;2.419.623;3.060.267;8.514;332.106;0;10.236.336;0;9.235
1972;Bilbao;4.652.629;5.854.368;2.809.634;2.179;303.167;1.520.472;15.142.449;0;7.145
1972;C.A.G.P;632.711;1.603.872;2.185.205;290.593;372.561;107.068;5.192.010;0;20.175
1972;Cartagena;15.435.756;840.830;283.927;1.772;272.088;25.506;16.859.879;0;2.535
1972;Castellón;6.301.045;184.436;294.039;6.740;134.689;68.554;6.989.503;0;947
1972;Ceuta;567.816;8.799;255.315;2.068;660.431;0;1.494.429;0;7.008
1972;Ferrol-S. Cibrao;88.985;364.643;158.017;5.403;53.550;12.908;683.506;0;855
1972;Gijón;1.154.393;6.127.755;788.865;4.973;144.425;8.886;8.229.297;0;2.749
1972;Huelva;6.021.640;2.897.160;117.355;40.206;152.472;367.096;9.595.929;0;1.783
1972;Las Palmas;2.301.523;156.132;1.952.010;274.829;2.564.138;560;7.249.192;0;9.601
1972;Málaga;4.040.544;310.634;304.555;14.879;124.610;0;4.795.222;0;2.179
1972;Marín y Ría de Pontevedra;15.419;212.774;148.094;10.320;81.555;221.349;689.511;0;410
1972;Melilla;42.396;320.498;159.903;9.546;37.765;0;570.108;0;1.168
1972;Pasaia;1.200.347;1.072.306;1.622.197;87.518;214.853;1.838;4.199.059;0;2.708
1972;Puerto Sta. María;0;41.220;80.069;9.741;45.487;0;176.517;0;488
1972;San Esteban de Pravia;0;161.600;1;446;3.545;0;165.592;0;363
1972;Santa Cruz de Tenerife;13.269.658;187.978;1.639.013;24.835;1.577.277;0;16.698.761;0;8.368
1972;Santander;1.545.770;1.222.662;722.973;10.961;171.497;0;3.673.863;0;2.589
1972;Sevilla;1.364.074;1.094.843;501.928;16.771;72.420;19.488;3.069.524;0;1.646
1972;Tarragona;2.687.861;2.063.211;504.739;10.082;85.425;0;5.351.318;0;2.393
1972;Valencia;1.502.629;1.755.248;1.292.668;2.398;91.516;0;4.644.459;0;5.222
1972;Vigo;576.602;861.119;266.318;187.021;268.564;199.643;2.359.267;0;2.095
1972;Vilagarcía;22.589;65.419;113.936;9.312;7.812;329.931;548.999;0;2.278
1971;A Coruña;6.444.776;622.205;89.406;104.010;385.227;149;7.645.773;0;1.663
1971;Alicante;511.394;275.284;682.215;6.863;38.625;0;1.514.381;0;2.202
1971;Almería-Motril;310.117;2.189.017;94.859;7.920;78.635;0;2.680.548;0;942
1971;Avilés;146.742;4.452.802;2.101.349;10.779;138.442;6.150;6.856.264;0;3.204
1971;Bahía de Algeciras;8.303.381;3.050;280.509;49.872;82.617;84.039;8.803.468;0;3.738
1971;Bahía de Cádiz;0;114.440;395.084;31.651;169.102;0;710.277;0;1.866
1971;Baleares;676.495;324.845;924.631;1.574;362.808;0;2.290.353;0;6.333
1971;Barcelona;4.033.990;2.154.246;3.147.144;6.399;284.438;0;9.626.217;0;9.143
1971;Bilbao;2.765.301;5.433.409;3.220.425;2.365;332.934;1.241.346;12.995.780;0;7.395
1971;C.A.G.P;513.414;1.801.097;1.851.631;309.746;373.111;100.900;4.949.899;0;18.875
1971;Cartagena;14.997.746;569.250;258.508;1.868;336.036;43.065;16.206.473;0;2.297
1971;Castellón;5.785.347;153.600;240.970;7.570;124.478;85.847;6.397.812;0;936
1971;Ceuta;539.351;8.301;212.979;2.454;597.005;0;1.360.090;0;6.205
1971;Ferrol-S. Cibrao;67.372;381.662;178.663;8.348;45.704;75.519;757.268;0;769
1971;Gijón;1.063.516;4.837.836;527.066;6.925;142.481;5.666;6.583.490;0;2.955
1971;Huelva;6.825.063;2.761.938;150.778;44.143;167.641;15.735;9.965.298;0;1.532
1971;Las Palmas;2.179.281;161.594;1.702.274;237.621;2.516.569;0;6.797.339;0;9.760
1971;Málaga;3.783.504;370.623;270.732;17.846;123.846;0;4.566.551;0;2.191
1971;Marín y Ría de Pontevedra;22.367;191.140;143.039;11.026;80.975;218.425;666.972;0;388
1971;Melilla;35.770;473.723;163.410;8.373;47.917;0;729.193;0;1.210
1971;Pasaia;1.105.586;1.146.833;1.188.425;94.942;213.145;0;3.748.931;0;2.757
1971;Puerto Sta. María;0;11.124;86.857;9.163;35.127;0;142.271;0;295
1971;San Esteban de Pravia;0;205.367;0;453;4.894;0;210.714;0;459
1971;Santa Cruz de Tenerife;13.357.015;176.986;1.457.402;24.933;1.547.591;0;16.563.927;0;8.062
1971;Santander;1.499.489;1.093.546;629.715;11.803;159.982;0;3.394.535;0;2.680
1971;Sevilla;1.310.084;845.155;554.175;14.355;71.566;19.488;2.814.823;0;1.754
1971;Tarragona;2.644.408;1.831.130;511.962;7.247;64.045;3.608;5.062.400;0;2.471
1971;Valencia;1.519.536;1.550.440;1.285.946;1.279;82.101;0;4.439.302;0;5.062
1971;Vigo;529.248;900.056;246.739;182.617;291.910;189.884;2.340.454;0;1.943
1971;Vilagarcía;18.973;53.045;93.730;8.935;4.786;254.115;433.584;0;2.254
1970;A Coruña;5.972.288;664.359;84.862;96.614;365.700;549;7.184.372;0;1.599
1970;Alicante;443.415;262.857;660.243;7.696;30.576;0;1.404.787;0;2.014
1970;Almería-Motril;359.209;1.000.150;92.019;6.195;42.784;0;1.500.357;0;923
1970;Avilés;80.779;3.804.310;1.959.854;8.486;122.940;0;5.976.369;0;3.369
1970;Bahía de Algeciras;7.857.972;2.759;256.814;40.519;70.151;45.916;8.274.131;0;3.231
1970;Bahía de Cádiz;0;1.758.336;474.254;36.434;153.560;55;2.422.639;0;1.815
1970;Baleares;520.539;435.786;789.156;1.679;281.488;0;2.028.648;0;5.899
1970;Barcelona;3.223.813;3.666.851;2.920.060;6.761;269.882;0;10.087.367;0;8.496
1970;Bilbao;2.224.595;4.023.561;3.317.045;3.595;310.722;1.146.396;11.025.914;0;6.932
1970;C.A.G.P;511.508;2.169.121;1.894.558;289.431;323.543;102.718;5.290.879;0;15.745
1970;Cartagena;14.940.856;445.534;318.639;2.061;297.345;34.983;16.039.418;0;2.451
1970;Castellón;5.324.823;319.066;232.950;10.645;57.904;45.101;5.990.489;0;951
1970;Ceuta;611.733;8.678;188.219;3.426;706.678;0;1.518.734;0;6.058
1970;Ferrol-S. Cibrao;73.198;330.202;205.466;11.699;48.124;97.459;766.148;0;832
1970;Gijón;779.722;4.774.858;590.621;7.162;138.238;253;6.290.854;0;2.821
1970;Huelva;5.463.671;2.963.873;167.580;45.044;162.610;64.175;8.866.953;0;1.455
1970;Las Palmas;3.035.863;185.938;1.493.169;235.042;3.551.116;0;8.501.128;0;10.109
1970;Málaga;3.305.070;317.628;264.821;16.556;112.927;0;4.017.002;0;2.156
1970;Marín y Ría de Pontevedra;25.613;144.000;125.876;12.756;93.665;229.406;631.316;0;382
1970;Melilla;38.731;828.026;175.170;8.952;50.022;0;1.100.901;0;1.276
1970;Pasaia;996.385;1.225.004;1.014.236;101.329;211.724;17.792;3.566.470;0;2.409
1970;Puerto Sta. María;0;2.050;83.320;7.638;27.952;0;120.960;0;220
1970;San Esteban de Pravia;0;262.684;202;495;5.858;0;269.239;0;542
1970;Santa Cruz de Tenerife;12.862.560;127.235;1.353.774;30.679;1.590.391;0;15.964.639;0;7.114
1970;Santander;1.341.763;1.110.304;711.237;12.078;164.561;0;3.339.943;0;2.653
1970;Sevilla;1.190.327;697.235;607.193;12.844;54.810;19.488;2.581.897;0;1.717
1970;Tarragona;2.192.242;1.618.048;581.164;6.638;43.272;6.129;4.447.493;0;2.282
1970;Valencia;1.418.819;1.441.078;1.165.225;981;76.842;0;4.102.945;0;4.628
1970;Vigo;522.667;999.961;259.915;188.630;287.880;168.509;2.427.562;0;1.964
1970;Vilagarcía;22.282;58.026;104.871;6.848;3.086;152.373;347.486;0;2.426
1969;A Coruña;4.592.815;575.354;110.043;102.564;351.908;949;5.733.633;0;1.513
1969;Alicante;366.427;345.728;695.018;9.212;36.700;0;1.453.085;0;1.944
1969;Almería-Motril;291.006;2.221.338;83.000;5.879;52.744;0;2.653.967;0;928
1969;Avilés;22.902;4.602.057;1.478.430;9.391;116.505;0;6.229.285;0;3.141
1969;Bahía de Algeciras;7.098.232;3.486;196.774;44.477;76.586;23.628;7.443.183;0;3.359
